ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.10663983903420524,0.47542962175569137,0.444786051212938,0.9686596991674555,0.12693343977646943,0.3084660191355904,-0.17780747086550244,-1.4833127746645933,-0.028272935600024418
